username,tweetcreatedts,tweet
avmcnda,2022-05-26 02:59:58,"pusing banget mikirin PAT, kenapa harus offline. sekolah juga kadang free class, jadi kn kadang materi gamasuk ke otak"
sanshinemount,2022-05-26 02:18:36,"Yg w rasain pas masih sekolah offline di sma, hampir gk pernah ada jamkos, jam belajar dimanfaatkan dgn baik, kalo gurunya gaada pasti ada pengganti masuk. Walau ada pun cuman bentar. Sedangkan pas di negeri dulu jamkos bisa dari jam istirahat kedua ampe pulang."
chaae0yy_,2022-05-26 01:36:22,sekarang sekolah udah pada full offline ya
levviossah,2022-05-26 01:09:00,"padahal udah sekolah offline ya, tapi masih ada tugas bikin video krn waktu buat presentasi ngga cukup😀"
bbuiella,2022-05-25 23:24:19,"aku mau minta maaf karna jarang update, aku udah mulai sekolah offline &amp; fullday jadi selalu cape, malemnya ak nugas, pas di sekolah ak ga mungkin bikin au kan, JADI HARI INI AKU BAKAL UPDATE BANYAK, ini ucapan terimakasih ak karna kalian selalu sabar nunggu aku update 😻🌷💟💟💟"
kimminjeongiee,2022-05-25 21:21:23,Bisa-bisanya sekolah lain perpisahannya offline sedangkan sekolah ku online 😔💔 sedih amat online t___t
mavatyongf,2022-05-25 16:57:12,@LinaPradana_ Kmrin beli yg illegal tapi versi aman. 🤣 Mo beli jalur legal mkr2 krn mau ngurusin ank offline masuk sekolah dulu. 😅
FILMRCHA,2022-05-25 15:48:46,jujur pas sekolah online aku lebih ambis. tapi kalo sekolah offline materinya lebih masuk https://t.co/kLkSWJCONX
wndrfljay,2022-05-25 15:44:30,@OONAJAEMlN kayanya karena udah mulai sekolah offline full sih kecapean 😓
wndrfljay,2022-05-25 15:44:26,@jjayywoone kayanya karena udah mulai sekolah offline full sih kecapean 😓
jicunamon,2022-05-25 15:30:23,"maaf ya kalau aku ga ngehype kalian kayak dulu, karena jujur tahun ini tuh bener bener lagi hectic banget. sekolah offline pulang sore, tugas dimana mana, belom lagi ulangannya juga, apalagi harus tetep ceria disekolah. jujur itu nguras tenaga banget, pulang sekolah itu capek bgt"
piyiolet,2022-05-25 14:51:47,"@LiongkyTan Murid2 w anak penabur mau sekolah offline aja pada misuh2 mager katanya, apalagi tawuran yg menggunakan seluruh raga 😭"
esbatuudingin,2022-05-25 14:41:03,@convomfs sekolah online atau offline?
tetehliccies,2022-05-25 14:21:35,@rinsooajaib wrwrwrwrw ak udah sekolah offline dr awal tahun 😎😎😎😎😎
sasuwamint,2022-05-25 14:04:22,"Selama ini sekolah di dunia lain
Tiba tiba udah mau PAT 

Belajar nya online diuji nya offline (/¯◡ ‿ ◡)/¯ ~ ┻━┻"
Jsng140900,2022-05-25 13:47:39,"Dulu pas sekolah Masih offline hampir tiap hari minum kopi, tapi pas mulai online jarang minum kopi krn jadi gampang sakit dan 1 tahun terakhir udh nggak pernah minum kopi. Terus tadi minum kopi, sekarang perut rasanya panas 😭"
AlodiaLea,2022-05-25 13:39:42,"Hari ini hari pertama ujian akhir and actually not bad, cuma aku aja yg terlalu takut sama ujian offline di sekolah. Ujiannya di sekolah tp ngerjainnya ttp pake gform. But remember Ka Reggie said ""Jangan terlalu pana enteng"" (if i'm not wrong)."
avocadocookies,2022-05-25 13:22:10,@schfess — pun ikut bertambah mulai dari yg asik dan klise sampe yang ngeselin… mungkin km bisa mulai dari ikut kegiatan” yang ada di sekitarmu nderr apalagi skrg dah mulai offline. ga perlu di sekolah kokk di luar jg banyak komunitas dsb… semangaattt —
toorubreezvyg,2022-05-25 13:19:42,@kookooya10 Sama kaya aku pas mulai sekolah offline wkwk mana langsung les juga jadi capek bgt sampe ga nyangka klo dulu pernah libur panjang karantina 😭
lelekrispii,2022-05-25 13:07:47,"@schfess nder bukannya sok superior ya, tapi kata gue mending lo fokus dulu dah sekolah nya, nyari duit bisa lewat nitip jualan di kantin gitu yg bisa dikerjain offline, kebanyakan freelance juga butuh ktp, blm lagi kena tipu :( freelance gk sebebas itu juga nder :( semangat nder 🫰🫰"
ghnsnoo,2022-05-25 12:59:39,baru 2 hari sekolah offline udh kangen online class aja
hellothisiste,2022-05-25 12:02:33,@prrretzel IYA! Garagara udah sekolah offline
Widhi_Waskito,2022-05-25 11:17:09,"Nak wedhok sumeng dari pagi.
Disuruh sekolah online ..ngga mau.
""Aku mau offline sekolahnya pa, ada teman + hari ini ulangan..aku gak mau susulan. Repot""

Ok fine kak. Lsg dropping di sekolah.

Sore dapet kabar nak wedhok goes to dokter."
hoshinava,2022-05-25 11:16:29,"VALLEY PIPIS. xiao gue belum jadi jadi dari jaman sekolah online sampai sekarang offline, gue cuma minta goblet anemo dgn substats cdmg, crate, atk%, apakah sesusah itu? :] https://t.co/LITr9b0eLB"
yvesvvx,2022-05-25 11:01:45,ga sekolah offline maksudnya
Baephrodite91,2022-05-25 10:38:51,"Gw sekolah offline malah ga dapet ongkos mau ngeluh tapi ya gimana, jadi bingung banget mau bayar gimana anj hahahaha yok yok wto wto album bloom https://t.co/2ZRyiZ2VJD"
GALJARO,2022-05-25 10:02:05,"Sejak ngurusin kesiswaan, ada2 aja anak medot sekolah. Dulu ada yg alasannya ga suka pjj, pgnnya ptm. Giliran ada ptm ga mau, maunya medot aja.

Terakhir ada yg medot alasannya ga nyaman kbm offline, maunya pjj karena bisa disambi main game online :)))"
Jeyqey97,2022-05-25 10:01:08,"Totebag muat banyak untuk persiapan sekolah/kuliah offline 😍🛍️

✨A thread✨

1. Link : https://t.co/fcgFulGfnn https://t.co/M2ILvnUQV5"
convomf,2022-05-25 09:30:06,"💙 maaf jadi curhat di base, bingung mau cerita ke siapa ☺ anw ini ujian offline ya, di sekolah https://t.co/PwcWDC0yX5"
stafrch,2022-05-25 09:17:27,"ketemu orang banyak sekali2 seru ya, refreshing. dulu sekolah offline draining soalnya tiap hari, pas sekolah onlen jenuh juga ga ketemu orang samsek"
collegemenfess,2022-05-25 07:40:20,"lama bgt kuliah/sekolah online, kmrn pertama kali kuliah offline badan rasanya caaapeeekkkkk bangeettt😫😫👍🏻👍🏻 

btul ap btul sobat [cm] !?!???"
