tweet,label_sentimen
"@subschfess Awalnya ngerasa stres dikit. Gapapa stres yg penting belum gila wkwk
Kalo di bilang capek ya capek, mana sekolah uda offline, pulang nya langsung bimbel buat utbk. Tapi klo uda di jalani biasa aja kok. Oh ya kelas 12 banyak kejutan tak terduga, jadinya seru xixi 🙌🏻",-1
"padahal awal awal dikasih tau sekolah offline 100% rasanya males banget soalnya kan kalo 50% bebas mau masuk apa ngga, eh pas dah offline ternyata seru juga yah, apalagi kalo ketemu R😀",-1
"kapan mashiho n yedam balik? 
kapan proposal osis di acc pdhl waktuny udh mepet bgt?
kenapa sekolah gw PAT offline pdhl bru ptm bbrp minggu yg lalu?
kenapa kucing gw kek reog?
kapan gw banyak duit? https://t.co/omzCTqOXjr",1
"Jujur belom, gue stress kudu ujian offline di sekolah dosmaish berasa ngang ngeng ngong doang batiba ujian, ottoke ini anjir🫠 gue kudu semangat /tetap letoy https://t.co/dUbUG4RhUt",1
kalo sekolah offline https://t.co/KfA4uaUQZo,0
"online, karena aku setiap sekolah offline deg degkan mulu https://t.co/4Oc9D3EaX7",1
liat orang2 pada wisuda offline kok seru ya... sekolah lagi apa nih,1
"@nonujpg Wihhh, udah sekolah offline lagi yaa sekarang. Aku hari ini libur kerja jadi di rumah aja seharian heheh",1
"Wow nggak kerasa ya sekolah udah mulai offline alias nggak perlu daring virtual lagi. BTW yang sempet pacaran virtual apa kabar tuh? Masih stuck, on progress, atau justru kisahnya udah berenti? Kasih tau Dara yuk sambil request dan kirim salam! 👻",0
"@collegemenfess Buset ribet bener. Kurang lebih ya kek lu sekolah offline dulu, ga pernah emang?",1
"sekolah gua PAT nya offline, dikasih satu orang satu tab buat ujian, WiFi sekelas satu, GIMANA COBA BIAR UJIAN DI RUMAH😭😭😭",1
"@studyysal iyhhh, kayaknya ribet sih kalau mau offline PASnya menurut sekolah jadi hitung2 terakhir online lahh, semester depan baru full off wkwkw",1
"@schfess kalau di Brain Academy, kamu bisa semester 1 belajar mipa dulu (buat pelajaran sekolah). nanti pas udh smt 2 dan intensif utbk, kamu belajar soshum.

brain academy itu bisa offline juga kok nder. itu tempat les offline nya Ruangguru.

klo mau tanya2 lebih detail bisa dm akuu",1
@aimrod gg geming efek sekolah offline,1
"@jenjunjaechan Tinggal aku sendiri😭
Pas masi sekolah offline 2019 tuh 3/4 org yg ada di circle ku pada nge fg semuaa
skrng udh ada yg ga peduliin, ada yg dh pindah ke sekte Jepang(anime, manga, dll)",1
@arfibambani Anak gw sekolah Islam kok ya happy2 aja. Pas PJJ ada aja ketawa2 sama gurunya (krn pas PJJ ga ada pakai headset tp pakai speaker) pas sekolah offline malah lebih seneng dianya. Hafalan alquran juga ada tp alhamdulillah happy2 aja. Brati salah pilih sekolah kali situ mahh,1
"Gila ya, doa minta itu virus naik lagi demi ujian online? Egois lo, ya kalo ga siap mental lo ujian offline ga usah lo sekolah rebahan aje scroll tiktok https://t.co/VTOvVR2qHc",1
Anak lanang menjelang sekolah offline byk bgt upgradenya. Celotehnya lebih banyak dan lebih keeping eye contact kl lg ngmg dan seharian ini dia lg seneng bgt bongkar pasang puzzle. Gemes 💕,1
@bhulukhuduktv Min bantuin jualan 1 tiket im day 1 vip harga sesuai web kok Rp 200.00  tiket aku pengen aku jual soal nya dpt kabar dri tempat ngajar sekolah ku di suruh masuk offline jdi aku gk bisa klo ada yg nyari tiket bisa DM aku ya makasih banyak,1
@rahmatyp_ @bhulukhuduktv Gays di sini ada yg nyari tiket im day 1 vip gk harga sesuai web kok Rp 200.00  tiket aku pengen aku jual soal nya dpt kabar dri tempat ngajar sekolah ku di suruh masuk offline jdi aku gk bisa klo ada yg nyari tiket bisa DM aku ya makasih banyak,1
"Alhamdulillah sejauh ini anakku selalu semangat sekolah. Mulai new normal setiap pagi ditawari mau online atau offline selalu pilih offline.

Setiap semangatnya turun dikasih pilihan boleh berhenti sekolah atau pindah sekolah, jawabnya mau terus sekolah disini aja 😊",1
ini kayaknya faktor gue udah sekolah offline jadinya udah malesss banget buka twt,-1
"ga terima, masa sekolah lain pkknya offline pake hp. KOK SEKOLAHAN GUE PAKE KERTAS 😤😤
moga aja engga",1
"Walau sekolah dan kantor sudah mulai kembali offline, XL SATU FIBER tetep bisa nemenin kamu!",-1
"@tanyakanrl Apa yg gua alamin kgk prlu gua sesali krna jadi pengalaman di sekolah yg seru gtu buat gua slama offline itu sebelum pandemi, masa² ya seru dah intinya https://t.co/7o5lR1WZqJ",1
@schfess selalu offline walaupun kemarin corona marak tapi ttp sekolah maunya offline,1
@darlanamericano Tidak adil! Tapi gapapa sih yang penting bisa sekolah SMA mau 3 tahun 😭👍🏻. Tapi kalo buat yang dari awal online ke offline susah banget tau. Jujurly aku nyaman online,0
@JlNGGALA ALA JANGAN BONGKAR IDENTITAS ACIL DONG!!! 😵‍💫 ah tapi kalau online malas banget sekolah 😑☝🏻 (maaf sekolah) kalau offline baru mau &lt;3___&lt;3 tapi sedih banget kalau graduation pas pandemi!! gak ada farewell.. biasanya kan suka pergi keluar kota gak sih!! 😔,-1
"@schfess kls 8 masih aktif2nya ngekpop dikelas wkwk belajar enjoy trus ada pembinaan ksn matik, ekstra tari jg aktif bgt tampil, kek gaada beban sama sekali

2019 awal SMA masih seru2nya mpls, pta, mopks, latihan paskib, sekolah offline &amp; fullday, tiap minggu pasti cfd😭😭😭",1
"/ootd/ udah sekolah offline kan ya? Nih ada jaket varsity, buat ke sekolah. Kece abiss https://t.co/PsIHewte2d",1
@ayya_cai Bukaaan 😭 ulangannya justru sore abis sekolah offline 😭,-1
"waktu masih sekolah online maren, w bs fokus rl gt yak, pas dh offline knp jadi makin nolep gini",0
gueee kira dengan sekolah offline tugas lebih dikit ternyata lebih banyak 😭 mana ini baru 75% gimana kalo udah sekolah full 100% ? 😭😭😭,-1
"@convomf -emm terus sebenarnya ini bukan dif offline tapi pas online waktu itu terus aku di minta tolong buat kasih foto temen2 pas ngerjain ulangan, trus karna yang lain ngak mau keinget dia, eh dikasi donggg trus kata gurunya salah pakai baju sekolah trus BERASA DI KASI PAP WOY 😭😭😭😭",1
"@paimonfess pas lagi di rumah,, soalnya kan sekolah udah offline jadi ya buka pas udah pulang(itupun bentar kalo weekday). Coba menyibukkan diri dengan menyentuh rumput nder🥲🥲",1
@schfess Di sekolah aku katanya bakalan ada wisuda nder gatau online gatau offline,0
"@schfess Engga ko nder, sebenarnya gimana lingkungan pergaulan kamu nya. Yang penting selama sma jangan cari masalah hshsh. Tapi emang seru ko apalagi kalo sekolah offline.",1
"@tanyakanrl paling sering waktu smp sih, krn sma bentar doang cuma satu tahun setengah sekolah offline, lainnya ngangong"" https://t.co/XQ9x5LI6jW",-1
"@schfess awalnya gue ngira juga serem, tapi pas sekolah udah mulai offline ternyata seru hehehe",1
"@serendipieety @armyfess_ mksdnya kan streamnya tanggal 1 WIB, jadi buat yg sekolah/kuliah/kerja offline bisa nonton gitu nderr",1
"@AREAJULID + pas kita janji mau ke mall si N ke mall, terus pas abis gua potong rambut terus kirim ke F, 2 hari setelah si N potong rambut juga. Eh taunya bener pas udah mulai sekolah offline si F sm N tuh deket banget smpe si F masuk groupnya si N lagi, bahkan chat gua ga di bales lagi +",1
"@parkjimin95996 sbbb kaaa, aaaaa 🥲🥲🥲🥲 thankyouu bgt kaa!! 🫶🏻🫶🏻🫶🏻💘 ak juga berusaha kyk gituu, makanya daripada sekolah offline lebih nyaman online. tapi mau gmn lg 🥹. ak udahh kelulusan jadi gaada uas. kaka jg semangatt yaa!!💜",1
"@szeeaambiss setau aku bisa kok daftar mandiri, mau online/offline, tapi biasanya nanti dikasih akun buat ppdb nya dari sekolah masing2, terus nanti kita bisa daftar sendirii gituu 😃😃",0
"Positive thinking mungkin yedam lg sekolah musik diluar trs offline, jadinya gabisa ikut...",0
@schfess hut sekolah karena rame banget (kalo offline),1
"@bwoeken sebenernya pas mulai corona tidurku jadi jelek begitu, mungkin gegara sekolahnya daring dan ga sekolah offline yaa jadi bangunnya ga terlalu pagi, padahal dulu aku tidurnya jam 10 bahkan jam 10 kebawah, sedih banget jadi ancur gini udah mau 3 tahun 😞",1
"@_amarusunshine Ah itu juga lumayan perlu sih, biar di kelas gak bosen² banget, apalagi sekolah udah offline lagi kan. Trus gak susah juga nanti klo ada tugas kelompok dsb. Klo bisa jangan sampe circle²an yaa, main aja sama semuanya 😬👍🏻",-1
"@bamubuy IH GAPAPAA, aku sekarang udah sekolah offline jadinya gabisa on twt t___t mingdep udah mulai ujian kenaikan kelas juga 😞",1
"Sekolah wes mulai mangkat 
Kuliah wes mulai makul offline
Kerja wes mulai work from office

Semester 8 seng wes acc judul skripsi karo skripsine jek ono seng revisi trs durung sempro. Kok pernahe  rodo nelongso.",0
"@convomfs klo online mah ya main hp atau nugas klo dlu offline ngobrol, muterin sekolah, main hp, ke kantin, atau tdr",1
@ruruorenji GAPAOA AKU ADA SEKOLAH OFFLINE BIAR LEBIH RAJIN (gatau juga si),1
"@chalemimine IYAAA, GAPAPA AKU ADA SEKOLAH OFFLINE 😀",1
"HALO MOOTS AKU HRA REST DLU KRN AKU BAKAL SEKOLAH OFFLINE EHHEHEHHEHE, TAPI BUAT BUYER ATAU SIAPA YANG DM BAKAL AKU BALES OKAYAY",1
"@Binnkookie WAHHHHH STAY SAFE BINNNN,, kamu sekolah sampe jam berapaaa? IAJDJJAS MAAF ZHEI NANYA BANYAK krn curious ㅠㅠ zhei ga sempet offline sejak covid T^T",1
"@toberytu seringgg, aku dlu pas sblm sekolah offline tuh aku bleaching kann jadi warna apa aja masuk, trus aku semir item lg krn mw skolah skrg aku warnain lg golden brown tanpa bleaching😃😃🥰",1
"Tabe , cari ka yang offline dan bukan untuk anak sekolah karena kebetulan sender sudah lulus. Tolong rekomennya tempat les di makassar yg bisa sampai lancar 🙏🏻 https://t.co/thULcThIbO",1
Rame bener bocah sd sekolah offline,1
"@chriisthetic oemji kukira gaada yg notice 😭😭😭 iyaaa kmrn2 itu lagi overwhelmed sama rl jadi bener2 jrg buka hape selain buat sekolah, sama belajar juga sih mau ujian wkwwkkw SOALNYA UJIANNYA OFFLINE JADI TAKUT 😔💔😭",1
@fdlyrobby_ kyknya ngikutin jam sekolah offline kak,1
hari ini ukk offline di sekolah bisa gk yh😢,0
"for context, schedule ku wktu SMA offline kls 10 stlh sekolah:
weekday ikut ekskul smpe jam 5, kerja tugas, belajar, les mandarin.
weekend kerja tugas, belajar ulang, ikut ReKat, ikut gereja, dll

SMP lbh parah; weekday ada les kumon &amp; inggris, libur diisi les design :"") https://t.co/t2CDNhW5Tw",0
"manusia2 ini🥲 ga ngerti padahal sekolah lamaran pas offline tapi rasanya kayak banayk bgt memorinya, lovyou oll, tunggu undangan aku sama mas nabi ya https://t.co/ZFlv1FjnQE https://t.co/VeBjH1G2OL",1
"@woozilysc Makin lancar dan seru ga sekolah ? Udah offline kan ? 😳😳
Aku kangen masa sekolah malah
Bad! 😣😢😤 
Jangan cepet gede ya ayanggg hihihi enak jadi anak sekolah 😳😳",1
"kemaren pas us offline di sekolah, dia mati tiba2 karna lowbat. GUA KAGET KARNA PERASAAN BARU DIPAKE???????",1
akhirnya sekolah offline diawali dgn adegan pertolongan pertama kecelakaan kerja https://t.co/kUKXuePTjn,1
"bukan gak percaya, hm gmn ya
di pandemi ini bener2 keliatan beda antara sekolah swasta dan negri

adekku swasta, pas pandemi bener2 zoom dr pagi sampe sore
sekelas kalau offline tuh ber 16, itu dipegang 2 guru
pas pandemi, 1 room zoom isi 8 orang 1 guru

lebih terkontrol https://t.co/PzC52xqq4Y",1
"Hehe, can't agree more. Gua jebolan SMA negeri. Waktu SBMPTN 2016, sama sekali gak bisa ngerjain Matdas karena gak pernah latihan soal, boro-boro inget materi sekolah.

SBMPTN 2017 subscribe Zenius + ikut bimbel offline buat TO, Matdas bisa konsisten ngerjain 6-10 soal. https://t.co/PdC8jbLz32",1
"gue heran 

Kalau sekolah offline, waktu berasa lama banget

Giliran sekolah online, waktu cepet bener kek tahun kemaren udah tahun baru aje",1
"@satorublueyes_ LURING APA??? OFFLINE GITU? IYAA, AK OFFLINE DI SEKOLAH LANGSUNG",1
tidur lu smua besok sekolah offline,1
"@calxloml IYA NIHH MAKASIH RIEE😫 hoalah enak daring, aku rindu sekolah offline tapi bikin capek juga. Iya yaa besok kejepit banyak yg libur sih pasti",-1
"@glimpseokmin bener aku udah full offline tapi belum sampe sore gitu soalnya belum berani, minggu ini ujian juga udah mulai di sekolah tapi masih pake hp",1
sekolah dah offline tapi ni google classroom napa masih ada tugas????????😤,1
"@OHMYV3NUS @AREAJULID Pernah kejadian sama temenku, dia dijemput grabcar di rumahnya trs bpknya tny, anaknya udh sekolah offline ya, temenku jwb belom punya anak, trs dia minta maaf eh gk lama nanya lagi suaminya kok gk nganterin, temenku akhirnya jawab lagi kerja, padahal temenku masih single😅",1
"Sekolah internesyenel (pdhl gak internasional juga sih 🤣) kurikulumnya blablabla.

Ini kl mau periksa2 ya.
Bisa jd alternatif sekolah utk yg pengin ""ngerasain"" kurikulum yg mirip2 dg sekolah anak gw.

Blended learning offline/online. 
https://t.co/uWJY2iMvJh",0
@913tiny AKUU UDAH MULAI SEKOLAH OFFLINE makanya jarang on t___t mingdep juga udah mulai ujian kenaikan kelas 😞,1
"wisuda offline di lapangan sekolah aja udah abis 700an, tmn gue pada ribut mau di gedung 😐, gak bersyukur anjg",-1
"W kerja jadi tutor online dan offline. Nah, kalau musim utbk gini pemasukan bisa dapat lebih banyak dari bulan sebelumnya. Tapi kalau lagi lobus sekolah or lagi sepi ya pemasukan kadang sereeeet banget",0
Sekolah kalian masih online atau udah full offline?,0
"study twt makin sepi karena sekolah udh offline, apa perasaanku aja? ga serame pas masih pandemi",1
"@Jokitugsfess dah banyak yg libur semester dan anak sekolah banyak yg offline :"")",1
"@Jokitugsfess Mmng nder. Lg libur, sama pada sekolah offline skrg😔🖐",1
"I DID IT✊🏻

3 tahun masa MA, 2 tahun aku habiskan dengan sekolah online, dan itu beneran GAK MUDAH.

selama SD dan SMP aku tu selalu peringkat 3/5 besar, paling rendah 10 besar. tapi gara-gara sekolah offline, aku sampe terancam gak naik kelas :) https://t.co/0KyZIwCpIy",1
sekolah haha hihi tbtb UAS offline😋,1
menurutku tugas waktu sekolah online lebih dikit deh perasaan dibanding waktu offline 😭 sekolah aneh emang,0
"@hrdbacot bismillah. aku gapyear, dan sepanjang sekolah gapunya laptop. aku dari dulu pengem banget belajar word sama excell lagi. dulu ikutan ekskuldi sekolah, tapi karena corona jadi cuma offline 1 ½ tahun aja. selain buat belajar excell sama word, aku juga ikut kelas online buat mandiri",1
"Yang udah mulai sekolah/kuliah/kerja offline pasti butuh banget flashdisk ✨

Flashdisk SanDisk 32 GB new 35k aja nih, harga pasarannya 50k ke atas lho. Bisa langsung CO di syopi 😃 JB https://t.co/L8CaKsIsfK",1
"@943eternal KAAKK SEDIH BGT JUJUR AKU JUGA KANGENN BGTT tp aku udah mulai sekolah offline, jadi ga banyak on twt. mingdeo juga udah mulai ujian kenaikan kelas huhUhuH t___t",1
"Tapi gpp. Sekarang udah mulai sekolah offline. Anaknya happy, mulai les ngaji lagi. Les pelajaran masih aku cari info, soalnya sekalian mo pindah domisili juga. 

Step by step lah yaaa~ 

Alhamdulillah mentalku baik, anakku happy, suamiku juga happy ✨❤️",1
"pusing banget mikirin PAT, kenapa harus offline. sekolah juga kadang free class, jadi kn kadang materi gamasuk ke otak",1
"Yg w rasain pas masih sekolah offline di sma, hampir gk pernah ada jamkos, jam belajar dimanfaatkan dgn baik, kalo gurunya gaada pasti ada pengganti masuk. Walau ada pun cuman bentar. Sedangkan pas di negeri dulu jamkos bisa dari jam istirahat kedua ampe pulang.",1
sekarang sekolah udah pada full offline ya,1
"padahal udah sekolah offline ya, tapi masih ada tugas bikin video krn waktu buat presentasi ngga cukup😀",-1
"aku mau minta maaf karna jarang update, aku udah mulai sekolah offline &amp; fullday jadi selalu cape, malemnya ak nugas, pas di sekolah ak ga mungkin bikin au kan, JADI HARI INI AKU BAKAL UPDATE BANYAK, ini ucapan terimakasih ak karna kalian selalu sabar nunggu aku update 😻🌷💟💟💟",-1
Bisa-bisanya sekolah lain perpisahannya offline sedangkan sekolah ku online 😔💔 sedih amat online t___t,0
@LinaPradana_ Kmrin beli yg illegal tapi versi aman. 🤣 Mo beli jalur legal mkr2 krn mau ngurusin ank offline masuk sekolah dulu. 😅,1
jujur pas sekolah online aku lebih ambis. tapi kalo sekolah offline materinya lebih masuk https://t.co/kLkSWJCONX,1
@OONAJAEMlN kayanya karena udah mulai sekolah offline full sih kecapean 😓,1
@jjayywoone kayanya karena udah mulai sekolah offline full sih kecapean 😓,1
"maaf ya kalau aku ga ngehype kalian kayak dulu, karena jujur tahun ini tuh bener bener lagi hectic banget. sekolah offline pulang sore, tugas dimana mana, belom lagi ulangannya juga, apalagi harus tetep ceria disekolah. jujur itu nguras tenaga banget, pulang sekolah itu capek bgt",-1
"@LiongkyTan Murid2 w anak penabur mau sekolah offline aja pada misuh2 mager katanya, apalagi tawuran yg menggunakan seluruh raga 😭",-1
@convomfs sekolah online atau offline?,0
@rinsooajaib wrwrwrwrw ak udah sekolah offline dr awal tahun 😎😎😎😎😎,0
"Selama ini sekolah di dunia lain
Tiba tiba udah mau PAT 

Belajar nya online diuji nya offline (/¯◡ ‿ ◡)/¯ ~ ┻━┻",1
"Dulu pas sekolah Masih offline hampir tiap hari minum kopi, tapi pas mulai online jarang minum kopi krn jadi gampang sakit dan 1 tahun terakhir udh nggak pernah minum kopi. Terus tadi minum kopi, sekarang perut rasanya panas 😭",-1
"Hari ini hari pertama ujian akhir and actually not bad, cuma aku aja yg terlalu takut sama ujian offline di sekolah. Ujiannya di sekolah tp ngerjainnya ttp pake gform. But remember Ka Reggie said ""Jangan terlalu pana enteng"" (if i'm not wrong).",1
@schfess — pun ikut bertambah mulai dari yg asik dan klise sampe yang ngeselin… mungkin km bisa mulai dari ikut kegiatan” yang ada di sekitarmu nderr apalagi skrg dah mulai offline. ga perlu di sekolah kokk di luar jg banyak komunitas dsb… semangaattt —,1
@kookooya10 Sama kaya aku pas mulai sekolah offline wkwk mana langsung les juga jadi capek bgt sampe ga nyangka klo dulu pernah libur panjang karantina 😭,-1
"@schfess nder bukannya sok superior ya, tapi kata gue mending lo fokus dulu dah sekolah nya, nyari duit bisa lewat nitip jualan di kantin gitu yg bisa dikerjain offline, kebanyakan freelance juga butuh ktp, blm lagi kena tipu :( freelance gk sebebas itu juga nder :( semangat nder 🫰🫰",1
baru 2 hari sekolah offline udh kangen online class aja,1
@prrretzel IYA! Garagara udah sekolah offline,1
"Nak wedhok sumeng dari pagi.
Disuruh sekolah online ..ngga mau.
""Aku mau offline sekolahnya pa, ada teman + hari ini ulangan..aku gak mau susulan. Repot""

Ok fine kak. Lsg dropping di sekolah.

Sore dapet kabar nak wedhok goes to dokter.",0
"VALLEY PIPIS. xiao gue belum jadi jadi dari jaman sekolah online sampai sekarang offline, gue cuma minta goblet anemo dgn substats cdmg, crate, atk%, apakah sesusah itu? :] https://t.co/LITr9b0eLB",0
ga sekolah offline maksudnya,1
"Gw sekolah offline malah ga dapet ongkos mau ngeluh tapi ya gimana, jadi bingung banget mau bayar gimana anj hahahaha yok yok wto wto album bloom https://t.co/2ZRyiZ2VJD",1
"Sejak ngurusin kesiswaan, ada2 aja anak medot sekolah. Dulu ada yg alasannya ga suka pjj, pgnnya ptm. Giliran ada ptm ga mau, maunya medot aja.

Terakhir ada yg medot alasannya ga nyaman kbm offline, maunya pjj karena bisa disambi main game online :)))",1
"Totebag muat banyak untuk persiapan sekolah/kuliah offline 😍🛍️

✨A thread✨

1. Link : https://t.co/fcgFulGfnn https://t.co/M2ILvnUQV5",1
"💙 maaf jadi curhat di base, bingung mau cerita ke siapa ☺ anw ini ujian offline ya, di sekolah https://t.co/PwcWDC0yX5",1
"ketemu orang banyak sekali2 seru ya, refreshing. dulu sekolah offline draining soalnya tiap hari, pas sekolah onlen jenuh juga ga ketemu orang samsek",1
"lama bgt kuliah/sekolah online, kmrn pertama kali kuliah offline badan rasanya caaapeeekkkkk bangeettt😫😫👍🏻👍🏻 

btul ap btul sobat [cm] !?!???",0
"@suneo138 Ibu, saya juga ada info jualan 😃🙏

Flashdisk SanDisk 32 GB 35.000 saja, harga pasarannya 50.000 ke atas lho, Bapak Ibu.

Cocok untuk WFO maupun sekolah/kuliah offline.

Silakan melakukan pembelian di Shopee selama persediaan masih ada.

Shopee: https://t.co/djBAuN9vxo https://t.co/iwCKk0CBjG",1
"Dipikir-pikir, buat bulan depan aja berarti udah ada agenda ngajar di sekolah, ngajar buat les private, penelitian dosen, tim akreditasi nasional dan internasional, belum lagi kalo pkm pendanaan, agenda proker offline himpunan, dan kuliah udah tercium bau-bau offline nya...",1
@schfess IYAAA IRII BANGETT KARNA GABISA NGERASAIN SEKOLAH FULL OFFLINE😭😭😭,1
"@schfess I feel u nder, hasilnya mungkin emng bakal ga sebagus yg nyontek. Tapi percaya deh hasil usaha sendiri bakal lebih bangga dan puas. Kalo kamu bener"" belajar, itu bakal mudahin kamu buat materi selanjutnya juga apalagi sekolah udah mulai offline gini.",1
"ga perlu minta maaf gpp kok😌💙 wedeh si paling sekolah offline yeayyy wkwk si paling suka makan pedees yagesyaaa
@A_ChristyJKT48
#ChriStory",1
@A_ChristyJKT48 Terakhir pas kamu shonichi sekolah offline lagi,1
"Yang udah mulai sekolah/kuliah/kerja offline pasti butuh banget flashdisk ✨ flashdisk sandisk 32 gb new 35k aja nih, harga pasarannya 50k ke atas lho. Bisa langsung CO di syopi 😃 JB https://t.co/L8CaKsIsfK",1
"@W19904884 @PresidenKopi Apakah kaum LGBT melanggar kesusilaan?
TIDAK, jika mereka sholat, jika mereka sembahyang di gereja, dll. Jika mereka makan dan sekolah seperti biasa.
IYA, jika mereka melakukan pornoaksi, pornografi, atau menjajakan diri secara online/offline.",0
@convomfs Sepatu sekolah klo dah mulai offline,1
"@kherinMGS Iya aku pas awal2 nganter anak sekolah offline, sampe nangis di jalan dong.",1
@TirtoID apa karna sudah mulai sekolah offline mungkin ya,0
"@SULLYOONcun udah gak sekolah offline, nas?",0
"@twitkocheng Hai gais!!🥰 siapa nih yg selama sekolah offline dpt tugas banyak bgt? kami menawarkan jasa joki tugas nih! kami menawarkan beberapa pilihan joki yang dapat meringankan tugas teman-teman🥰 

mau nanya2 dulu? boleh bgt! Silahkan kunjungi website kami😊
📌https://t.co/KScE1assAp📌 https://t.co/hD3XdhY8Gf",-1
"@WatchmenID Hai gais!!🥰 siapa nih yg selama sekolah offline dpt tugas banyak bgt? kami menawarkan jasa joki tugas nih! kami menawarkan beberapa pilihan joki yang dapat meringankan tugas teman-teman🥰 

mau nanya2 dulu? boleh bgt! Silahkan kunjungi website kami😊
📌https://t.co/KScE1assAp📌 https://t.co/1kjieeyuTF",-1
"@recehtapisayng Hai gais!!🥰 siapa nih yg selama sekolah offline dpt tugas banyak bgt? kami menawarkan jasa joki tugas nih! kami menawarkan beberapa pilihan joki yang dapat meringankan tugas teman-teman🥰 

mau nanya2 dulu? boleh bgt! Silahkan kunjungi website kami😊
📌https://t.co/KScE1assAp📌 https://t.co/v8ZknBYMeJ",-1
"@awaaawa_ wih sekolah, aku minggu depan baru mulai sekolah offline",0
aslian sbt skrg sepi bgt udh pd mulai sekolah offline ya?,1
"Sekolah offline, anak sma mulai bolos lagi. Nature is healing.",1
@bodaciousshyly Aku sekolah offline kaa,1
harusnya dah banyak yg jual hape laptop karena sekolah kembali offline,1
"same question tapi kalo di gue bukan tawuran. i ask my mom ""itu abis pulang sekolah kok pada main &amp; nongkrong sih, emang pulang sekolah gak langsung les?""

found out ternyata yang ikut bimbel offline cuma gue doang di kelas 😂 https://t.co/MJvMWZFre7",-1
aku males banget nanti pulang sekolah ada pramuka offline https://t.co/4pXYTiAiQL,-1
@A_ChristyJKT48 Enggak. Soalnya sy full sekolah offline,1
"@IndraMahardhany @Kemdikbud_RI Kurang pas kl bertanya spt ini ke Kementerian. Kebijakan buka kelas diatur oleh pemkab/pemkot masing2, diterapkan mll Disdik ke sekolah2. Coba bicarakan dengan pihak sekolah. Pertengahan/akhir 2021 sdh banyak yg ofline dg prokes. Smg bisa sgera offline kembali. Itu menyenangkan👍",1
Wow baru pertama kali sekolah offline kelasnya penuh,1
@eldidito mungkin karena udah mengakuisisi primagama nah sekrg juga kan anak2 sekolah mostly udah offline dan tentu saja bimbel makin rame ga si belajarnya secara langsung dan tatap muka jadi ya pembelajaran online bagi siswa sd-sma akan sedikit berkurang mereka memilih belajar luring,1
1. mingdep sekolah offline. (yang disebelah kanan priv accnya isha ceritanya) https://t.co/r6adM58h6B,1
@joniequare @Akukotaro @txtfrombrand Sekarang kebanyakan sekolah udah pada offline kak,1
"hi guys maaf ya jarang aktif di akun ini, karena sekolah ku udah offline jadi sulit bgt buat bagi waktu, kalo aku update masih ada yang mau baca gaa?😞",-1
asik bgt sekolah offline mau,1
"@tanyakanrl Tapi kayaknya sekolah gabisa ngizinin kamu buat ga ujian di sekolah dengan alasan 'izin' deh, kecuali kalo sakit, mungkin ada ujian susulan ya ntar. 
Lagi pula, ujian offline butuh pengawasan langsung kan, kalo semisal kamu tetep ujian di perjalanan, kan gaadil buat yg lain?",1
