tweet_bersih,label_sentimen
anak laki laki jelang sekolah offline banget upgradenya celoteh keeping eye contact bicara hari senang banget bongkar pasang puzzle gemas,1
seko ajar pakai gawai kayak sekolah daring tuju ajar tatap muka murid temu langsung ajar sistem didik,-1
lupa sekolah offline,0
sekolahkuliahkerja offline butuh banget flashdisk flashdisk sandisk gb harga ke kamu harga pasar ke buah sila dicheck out kakak sedia,0
wkwk lucu dengar adik saya culture shock sekolah offline networking ceunah kunci kelas pusing kimia wkwk,-1
konspirasi weh habis covid terbit cacar monyet gejala huhu sekolah offline weh capek ngang ngong ngang ngong ett waspada gengs colong,-1
ajar uji offline sekolah djhsbssnbdbdb,-1
pas guru tatap tatap pasang muka ramah cerita habis sungjoon bicara pulang saya tunggu lapang sekolah,0
christyjkt sekolah offline,0
aduh kayak bunda bunda ekspatriat belanja bulan bekal anak anak masuk sekolah tatap muka,1
christyjkt wedeh semangat njel seru banget sekolah offline,1
ri kota sekolah daring tatap muka,0
anak sekolah tatap muka senang banget eitss tatap muka lupa patuh protokol sehat jamin anak makan gizi sekolah kamu,1
sekolah offline makan saya kayak pas sekolah dasar pendek,-1
sg teman teman sekolah classmeet offline iri dengki gede banget,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
brokoli chickel teriyaki samboza sekolah offline rajin bekal,1
sekolah offline nas,0
positif thinking yedam sekolah musik offline,0
konser pasar malam sekolah we tatap muka lihat bal ra galau sek cerak denggung bak orang,1
christyjkt pagi adik mangatts sekolah offline,1
aduh kadang kesal sekolah offline keren pas pagi doang pulang kucel,-1
main handphone hubung sekolah offline alas bocah cilik main handphone atur wkwk jadwal main handphone malam jadwal ajar selesai jam,1
sekolah daring selesai offline daring,0
offline sekolah tugas kelompok crush melulu eh pas teman tugas informasi cewek,1
christyjkt semangat sekolah offline,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1
sekolah graduation offline ngumumin h smansa doang,0
sekolah offline,1
kelas kayak orang ling lung sekolah offline rumah fokus ajar ganggu benar bingung banget hancur stres banget henti ajar sekolah uji cari cuan repeat lageee,1
kusut sekolahkuliah offline,0
kemarin aktif promosi zenru eh sekolah tatap muka,0
sekolah offline semangat,1
eh sekolah kayak sekolah ku negeri urus ppdb anak mpkosis tingkat daring offline,0
sudahhh didik anak usia kb sekolah murid merdeka basis sekolah daring tahun juli pindah sekolah offline kelas tk a,0
allah tolong saya sekolah offline saya mos saya offlineee,1
malas banget pulang sekolah pramuka offline,-1
makan teman jual makan kering bumbu kayak makaroni pedas keripik balado popcorn sekolah offline insyaallah beli,1
banyak sekolah offline kak,1
iya sekolah offline,-1
normal sekolah kuliah offline full wfo gakebayang semembludak jalan,-1
hai teman teman sekolah offline tugas banget tawar jasa joki tugas tawar pilih joki ringan tugas temanteman banget sila kunjung website,-1
cung pat offline sekolah,0
sekolah uji kakak mahasiswa kerja offline budak korporat,-1
observasi sekolah offline,-1
pagi kak christyjkt semangat semangat sekolah offline,1
kerja sekolah kuliah offline please pakai masker jaga sehat hepatitis akut,-1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
senang banget sekolah ku tatap muka rasa duduk meja orang,1
wkwk bisaaku pas kelas kemarin ribet banget sidang wisuda garing banget daring ih sakit hati sekolah tatap muka wisuda kelas daring,0
selamat malam mohon perhati sekolah tabur bogor full time tatap muka metode ajar jarak jauh mana anak anak jenuh metode ajar jarak jauh samping sekolah ajar full time seko,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1
pegang handphone pulang sekolah urus makan siang anak prepare kumon handphone pakai zoom beres anak offline kumon sibuk antar jemput,-1
outfit of the day ransel jalan sekolah kuliah kerja affordable offline,0
daftar ulang offline kak sekolah tuju,0
please rencana sekolah padat banget kangen suasana full offline,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
gara teman sakit berngkat pas masuk sekolah offline,-1
saya pacar uwunya era offline nder jarang post media sosial real hadap orang kantin koridor teman guru sekolah saksi bisu pacar saya,1
christyjkt semangat adik sekolah offline,1
sekolah offline maksud,-1
good luck dekel sekolah full daring pat offline saya nilai fisika saya,-1
dear guru saya pandemi sekolah offline kelas pas masuk kelas susun ulang hidup saya beranta banyak rumah puter ulang otak saya lambat pas kelulus susahin kasihan anak angkat saya anjing,-1
daftar ppdb jawa timur daring kak tinggal tunggu daftar daftar offline daftar ulang sekolah tuju,0
jujur expect rank sekolah semester aihhh takut banget pat offline make handphone suka leggy labkom masuk angin,-1
saya mpls offline please lulus saya sekolah tenang,1
pat sekolah saya offline saya banyakkkk banget interaksi mantan crush wowowow keren ayesha,1
bagus siap sekolah tatap muka salah asumsi,1
ppkm level jabodetabek terap ajar tatap muka sekolah,1
antar riski sekolah offline kemarin menang kelas anak beliau nilai kosong semester beliau orang sakit kdd beisi handphone,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
sekolah offline saya hari makan kali,1
kampussekolah full offline kampus semester offline huffttt kerjaa,-1
malam saya janji teman sekolah ambil ijazah saya izin dosen teman saya telpon maaf cha dosen saya masuk offline,0
gantung topik jadi referensi hapus ilmu tahu alam ilmu tahu sosial spill utbk wisuda sistem zonasi uji sekolah cbt offline,0
gila cuek banget bolos sekolah pulang pas kuliah offline semangat bolos pas onlineoffline malas banget masuk takut c,-1
ucap pakai sticky notes banget kopit tertawa zoom nyanyinyanyi sekolah kasih kue tatap muka batas sedikitannn sepi saya habis celaka bicara wkwk,0
senang deh lihat orang pakai seragam sekolah kuliah offline,1
iya gara gara sekolah offline,1
baca cari paudtk anak ragu tatap muka full tk coba lihat sekolah murid merdeka deh ambil reguler x minggu daring ambil kelas khusus literasi numerasi kelas luring hubung kota foundernya cikal,1
turut sekolah offline banyak sekolah pulang jam sore itu ekskul maghrib pulang pensiun,0
rasa banget minus sekolahkuliah daring maaf kerja orang lupa batas jam offline malam istirahat sungkan ganggu daring anggap rumah stand by handphone kadang,1
sekolah les normal tatap muka,1
kayak faktor saya sekolah offline malesss banget buka twit,-1
minggu main main rumah teman keluar juga sekolah offline minggu ke ke,1
terima banget pas saya lulus giat offline sekolah anjing hsusheishsje,-1
i want to dye my hair to full blonde sok bad sekolah offline,-1
sksks gara wfo offline sekolah kuliah kangen banget vibes sbt ramai but oke life goes on sibuk,0
pantau laksana ajar tatap muka ptm perintah pusat bersamasama perintah daerah sekolah jaga serta didik sebar sakit puan maharani,-1
konspirasi weh habis covid terbit cacar monyet gejala huhu sekolah offline weh capek ngang ngong ngang ngong ett waspada gengs colong,-1
jam nguantuk pol tidur dibangkukasur langsung fakotr masuk sekolah offline pat kali,-1
allah pas harap covid hilang hilang sekolah offline semenjak ayu lupa teman sekolah ketemu banding cemburu,0
o tertawa sekolah saya offline uji daring,0
akhrinya adik sekolah tatap muka sekolah daring,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
tolong atulah anak rasa sekolah offline lepas masker gemeeeesssss,1
oh iya jumat iyaiya sekolah offline wfo,1
sibuk sekolah offline tugas banget,-1
deh lucu post benerbener lulus smantass kangen sekolah offline,1
kasitau kondisi offline sesuain compensation sekolah swasta internasional umrkonon digit,0
akuisisi primagama sekrg anak sekolah offline bimbel ramai ajar langsung tatap muka ajar daring siswa sdsma kurang pilih ajar luring,1
maaf wedeh sekolah offline yeayyy wkwk suka makan pedees yagesyaaa christyjkt,0
id huhu sayang ku sekolah offline,1
ppdb sekolah tengah juru slb jabartahun gelar daring orang tua serta didik daftar offline,0
saya rasa pas sekolah offline jam kosong jam ajar manfaat guru ganti masuk sebentar pas negeri jam kosong jam istirahat pulang,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan pm,1
sekolah saya wisuda offline alias flop banget,-1
kumpul keluarga pas raya arisan makan jajan piknik sekolah offline ketemu temennnnn dream allo bank dream coba kerennnnnn suka,1
hai teman teman sekolah offline tugas banget tawar jasa joki tugas tawar pilih joki ringan tugas temanteman banget sila kunjung website,-1
kasih sekolah offline malas banget bebas masuk eh pas offline seru ketemu r,1
nder libur sekolah offline,1
cari kantin bukaa soalnyaa pas offline jarang jajan kantin sekolah mahasiswa cari jajan informasi kantin bukaa sekolah daerah jakarta utara maakasih guysss,1
bayang pas sekolah offline bawa bekal,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
kamu masuk santai ajasih by the way daring offline butuh adaptasi iya saran akumah berekspektasi sisa kamu amat sekolah gaul gitudeh ide aktif,1
allah gede kamu nder pakai kacamata buram banget coba tegesin ayah buram kayak hambat ajar sekolah offline lihat papan tulis,0
sekolah offline jarang on tt mingdep uji naik kelas,-1
bun gek tatap muka suka nek kelas sekolah full siapsiap mamak,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
butter pas pandemi sekolah darig kerja rumah streaming udsh offline streaming tunggu berea sekolahkerja,0
bismillah gapyear sekolah laptop pengem banget ajar word excell ikut ekskuldi sekolah corona offline ajar excell word kelas daring mandiri,1
berangkat sekolah wkwk kadang offline kadang daring capek banget by the way berangkat sekolah semangat streaming,1
semenjak sekolah offline kayak jarang pakai,-1
turut jaman zaman daring sekolah tugas meet kayak sekolah ku hikd offline turut presentasi presentasi kelompok butuh laptop etik etik pakai handphone,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1
woahhhh sekolah offline kah waaaaaah mangattt ness,1
salah adaptasi pandemi tatap muka penuh sekolah anak jadwal kerja,-1
presentasi offline kayak sekolah maju beda,0
gila doa virus uji daring egois mental uji offline sekolah rebah scroll tiktok,-1
isi kosong giat manfaat kembang minat bakat contoh sekolah eventseminarlomba offlineonline sender kuliahkerja banget giat dekat tuhan tenang nder,1
senang banget saya anak sekolah offline saya bebas rumah,1
tani jaman sekolah offline daring butuh nge tingkat yuk ikut challenge,0
sidang offline berkas pas teliti pakai bawa teliti sekolah bawa lembar pretest posttest siswa,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
christyjkt semangat sekolah offline kitty,1
idol sekolah tatap muka awkward kayak kenal sekolah kayak murid reply teman,0
sekolah minggu capek banget offline manusia kelas,-1
yakaann uji offline sekolah deg degan banget,-1
fess offline covid sekolah tutup buka minggu dadak ppsmb daring tahu berita bal offline,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1
oh nder akhir semester distract uji sekolah kemarin minggu offline ganti uji praktik tryout provinsi hari,0
sekolah saya kayak suruh anakanak sontek offline ngerjainnya pakai handphone,-1
amarusunshine ah lumayan kelas bosan banget sekolah offline susah tugas kelompok circlean main,1
yeay episode borneo bekesah tonton kamu saudara laki iya alif tracy sharing sekolah onlinedan banding sekolah tatap muka relate banget tonton saudara laki,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
tinggal pas sekolah offline orang circle ku nge fg semuaa peduli pindah sekte jepanganime manga,0
daring main handphone nugas offline obrol muterin sekolah main handphone kantin tidur,1
ih mah selaluuu sekolah offline kadang minum air lemon kelas,1
saya dilemma banget anjing sekolah libur offline agustus libur juni juli sampeee visa student saya selesai orang rumah berangkat libur benar saya menang banget sesal,-1
tertawa minggu kasih uang jajan lupa sekolah offline,-1
sekolah surabaya anak kelas graduate offline sekolah ku daring anjing gemas banget,0
sekolah offline kerja kuliah army streaming giat pas rumah rumah sekolah daring streaming kurang kirim menfess kes jatuh semangat,1
mas lupa pakai sunscreen iya percaya banget sekolah offline panas belang banget minder,-1
laksana lomba hardiknas luring tatap muka sekolah cinta kasih tzu chi lomba cerdas cermat debat nyanyi,1
konspirasi weh habis covid terbit cacar monyet gejala huhu sekolah offline weh capek ngang ngong ngang ngong ett waspada gengs colong,-1
kamu pintar wisuda offline wkwk sekolah,-1
christyjkt senin sekolah offline upacara gaktapi sekolah seru kantin buka semangat have a nice day kakak ci christy,1
dear saran ngehilangin belang semenjak sekolah offline muka belang banget bingung atas,-1
senang banget sekolah offline jajanaaaaaan,1
konspirasi weh habis corona terbit cacar monyet gejala huhu sekolah offline weh capek ngang ngong ngang ngong ett waspada gengs colong,-1
christyjkt full sekolah offline,1
ri anakanak sekolah tatap muka min daring,0
sekolah offline panas banget wkwk,0
halo fm henti langgan first media koneksi internet rumah sekolah offline mohon bantu fm terima kasih,0
sekolah saya banget sekolah full offline pat full daring rumah,1
alhamdulillah bahagia nomin kabar buruk pas offline sekolah,-1
sekolah teman saya drad wisuda offline,0
kayak sekolah ngizinin uji sekolah alas izin deh kecuali sakit uji susul uji offline butuh awas langsung uji jalan gaadil,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
sekolah full tatap muka,-1
jualann kayak makan makan ringan kayak cimol piscok offline lumayan lihat teman laku daerah nyesuain jajan cocok sekolah,0
nightmare anjing deh tolong sekolah tatap muka buka kantin sekolah kereta swab mauuhiling,1
sekolah solusi telepon genggam jadwal tatap muka murid fasilitas telepon genggam contoh desadesa telepon genggam orang tua kunjung guru prokes,1
semenjak sekolah offline tidur siang harga,1
rekan buana sadar jalan penuh rekan buana kendara pribadi transportasi anak sekolah ajar offline flashback rara caca,1
seru giat untung pas kelas rasa sekolah offline semester wisuda acara pensi seru banget covid huhu,1
daring offline sekolah kuliah,0
changkyun stan giat ajar ajar tatap muka moga surup tempel jin sekolah,-1
sekolah besok upacara offlineonline,0
ajar besok tanggal pat offline sekolah,1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
sekolah wisuda nder daring offline,0
kerja sekolah kuliah offline lupa pakai masker,1
protokol sehat prokes laksana ajar tatap muka ptm penuh sekolah kota mataram,1
offline daring wkwk sekolah pakai handphone,0
eh sekolah offline,1
sekolah offline uji doang,1
huhu makasii semangat yobien takut banget besok uji naik offline sekolah uji daring,-1
kantin sekolah pas offline jual sekolah dibolehin mama sekolah kantin tutup c word,0
paksa pakjangan rakyat uber kerumahdirazia dijalanananak buru seko intimidasi gurudiancam sekolah tatap muka dllyg sehat vaksin sila sehat alami paksa,-1
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1
christyjkt open joki sekolah offline direct message,0
nder lingkung gaul cari hshsh seru sekolah offline,1
aroma anak sekolah offline deh,-1
libur semester anak sekolah offline,1
good night christyjkt rest well besok senin maksud bangun pagi sekolah offline upacara wkwk selamat tidur,1
tokbuk langgan beli daring offline kesana beli buku sekolah,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
hai teman teman sekolah offline tugas banget tawar jasa joki tugas tawar pilih joki ringan tugas temanteman banget sila kunjung website,-1
us kemarin pakai kertas uji offline kali sekian orang paham sekolah offline sem ptm alhasil paham bukti raport sem tinggi wkwk,1
anjink murid butuh perhati khusus sekolah offline bye,-1
tertawa anjing cokkk semenjak sekolah kuliah masuk full tatap muka solo macettt anjing kali malam minggu macet cokk niat pasar malam kira macet pas masuk gerbang kraton macet situ serah,-1
banget gara gara pandemi seperti uji coba takutt banget berangkat keringet dingin daring masuk sekolah offline kambuh panik sekolah,-1
tahu ppg prajabatan sistem kuliah offline bentrok jam jam ajar sekolah,-1
iyapp smstr offline sekolah ruang kelas tingkat lanjut tingkat bangku kuliahh luluss deh kykk kemarin hibernasi besok kelulus,1
turut tugas sekolah daring deh asa banding offline sekolah aneh,-1
i feel nderr sahabat niatin sekolah ilmuu nilai tinggal usaha bisa doaa biasa uji offline pas kuliah nyontekk berkah nilainyaa,1
iya pas antar anak sekolah offline menang jalan,-1
pagi mas al azhar masuk sekolah offline muaceeeet pol,-1
pat offline kh pakai kertas daring sekolah,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1
iya bawa anw kelas huhu semangat sekolah offline wkwk,1
saya sekolah offline rasa nama sekolah,1
moots doa bisr besok bstuk flu ku hilang rabu sekolah offline,1
bayang sekolah daring tb tb patnya offline alias ngang ngong ngang ngong,-1
dindik kota madiun izin sekolah buka ppdb offline,1
sekolah daring dengar pas offline,0
ala bongkar identitas acil ah daring malas banget sekolah maaf sekolah offline ltlt sedih banget graduation pas pandemi farewell suka pergi kota,1
butuh kelas buku utbk les onlineoffline try out yearbook purnawiyata bebas gantung sekolah masingmasing,0
samping produkproduk usaha muslim pamer informasi sekolah sunnah talkshow bedah buku sayang hadir pamer buka daftar offline,0
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1
iyhhh kayak ribet offline pas sekolah hitung daring semester full off wkwk,0
stres stres gila wkwk capek capek sekolah offline pulang langsung bimbel utbk jalan oh kelas kejut duga seru xixi,-1
profesional sekolah tatap muka covid marak beda dapat maki anak orang bego,-1
